Preprocessor,Boosters,Precision,Recall,F1,G-mean,MMCC,Kappa,Weighted Accuracy,PR Score,Balanced Accuracy
power,GradientBoostingClassifier,0.973391360650822,0.9721570161711007,0.9713861688478125,0.9727736010832283,0.9405807955517486,0.9383342473873716,0.9721570161711007,0.973391360650822,0.9407407407407408
quantile,LogitBoost,0.9654545082603629,0.96283255086072,0.9616596064644249,0.9641398257112774,0.9201679148692715,0.9161388820206268,0.96283255086072,0.9654545082603629,0.9265656565656566
quantile,MEBoost,0.8802819927516553,0.8652190923317683,0.8549506443367517,0.8726780170742817,0.7007185106594047,0.6827984780424986,0.8652190923317683,0.8802819927516553,0.7681144781144781
quantile,AdaBoost,0.9744173763781606,0.9722222222222223,0.9710492778259273,0.9733162359391577,0.9404265355589266,0.9365323905657941,0.9722222222222223,0.9744173763781606,0.9388888888888888
quantile,RUSBoost,0.8492897535167317,0.8232916014606154,0.7614416604094147,0.7623136387785078,0.5973551216228885,0.5518693324275615,0.8232916014606154,0.8492897535167317,0.6277777777777778
quantile,GradientBoostingClassifier,0.9777556419758876,0.9767866458007304,0.9762681716829356,0.9772706480769485,0.950360174538423,0.9486471423099614,0.9767866458007304,0.9777556419758876,0.9500000000000001
polynomial,LogitBoost,0.9789562289562289,0.9768518518518517,0.9757566326193777,0.9779004833095435,0.9502408577233559,0.9465240641711231,0.9768518518518517,0.9789562289562289,0.9481481481481482
polynomial,MEBoost,0.9620956873315364,0.9583333333333334,0.9564891611248081,0.9602068151399412,0.910362362265868,0.9037157294763402,0.9583333333333334,0.9620956873315364,0.9074074074074074
polynomial,AdaBoost,0.9910968660968661,0.9907407407407408,0.9906090413112444,0.990918705635894,0.9802612221791708,0.9796782387806943,0.9907407407407408,0.9910968660968661,0.9796296296296295
polynomial,RUSBoost,0.8708994963824864,0.8603286384976526,0.845949242762031,0.8655705586691025,0.682942831166948,0.64975448439958,0.8603286384976526,0.8708994963824864,0.7137373737373739
polynomial,GradientBoostingClassifier,0.9823584220550554,0.9814814814814815,0.9810633139102792,0.9819194624024762,0.960546285250334,0.9590272592690257,0.9814814814814815,0.9823584220550554,0.9611111111111111
kbins,LogitBoost,0.9257614005321497,0.92103547209181,0.917972655722776,0.9233848541769597,0.8281968462508269,0.8186749225378183,0.92103547209181,0.9257614005321497,0.8527609427609427
kbins,MEBoost,0.9129023462334992,0.9070813771517997,0.9027056120392204,0.9099760625987742,0.797250116496321,0.786758759559277,0.9070813771517997,0.9129023462334992,0.8330303030303031
kbins,AdaBoost,0.9393973267212704,0.9349243609806991,0.9323586168817255,0.9371526754756939,0.8591377416111406,0.8519835943108284,0.9349243609806991,0.9393973267212704,0.8772053872053872
kbins,RUSBoost,0.8806972204184902,0.7999478351591027,0.8033716179694093,0.8380840683409833,0.629446653651924,0.6040996154249042,0.7999478351591027,0.8806972204184902,0.7206397306397307
kbins,GradientBoostingClassifier,0.9427794983408072,0.9396191966614502,0.9378053454296408,0.9411921088712516,0.8700393601885718,0.8643438705673042,0.9396191966614502,0.9427794983408072,0.8943434343434343
